,User,Date,Tweets Ago,Compound,Positive,Neutral,Negative,Text
129,@CBS,Tue Mar 20 16:52:42 +0000 2018,30,0.5562,0.174,0.826,0.0,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
130,@CBS,Tue Mar 20 16:11:00 +0000 2018,31,0.0,0.0,1.0,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
131,@CBS,Mon Mar 19 21:02:26 +0000 2018,32,0.7845,0.309,0.619,0.072,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…"
132,@CBS,Sun Mar 18 23:44:30 +0000 2018,33,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
133,@CBS,Sun Mar 18 18:05:43 +0000 2018,34,0.6514,0.213,0.787,0.0,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
134,@CBS,Sun Mar 18 17:09:53 +0000 2018,35,0.1867,0.08,0.92,0.0,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
135,@CBS,Sat Mar 17 19:00:02 +0000 2018,36,0.0,0.0,1.0,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
136,@CBS,Sat Mar 17 17:42:43 +0000 2018,37,0.6166,0.161,0.839,0.0,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
137,@CBS,Sat Mar 17 14:00:03 +0000 2018,38,0.7096,0.247,0.753,0.0,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
138,@CBS,Fri Mar 16 22:53:21 +0000 2018,39,0.296,0.104,0.896,0.0,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
139,@CBS,Fri Mar 16 18:15:53 +0000 2018,40,0.0,0.0,1.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
140,@CBS,Fri Mar 16 16:28:40 +0000 2018,41,0.6514,0.178,0.822,0.0,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
141,@CBS,Thu Mar 15 17:54:06 +0000 2018,42,0.7088,0.237,0.763,0.0,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…"
142,@CBS,Thu Mar 15 17:20:26 +0000 2018,43,-0.4939,0.077,0.766,0.157,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
143,@CBS,Thu Mar 15 16:42:41 +0000 2018,44,0.6514,0.194,0.806,0.0,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
144,@CBS,Thu Mar 15 14:32:16 +0000 2018,45,0.6115,0.266,0.734,0.0,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
145,@CBS,Wed Mar 14 19:30:01 +0000 2018,46,0.6696,0.219,0.781,0.0,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
146,@CBS,Tue Mar 13 18:48:52 +0000 2018,47,0.3612,0.143,0.857,0.0,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
147,@CBS,Tue Mar 13 14:15:10 +0000 2018,48,0.539,0.179,0.821,0.0,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
148,@CBS,Mon Mar 12 18:13:28 +0000 2018,49,0.2244,0.083,0.917,0.0,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
149,@CBS,Mon Mar 12 01:20:43 +0000 2018,50,0.0,0.0,1.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
150,@CBS,Fri Mar 09 22:48:26 +0000 2018,51,0.4926,0.117,0.883,0.0,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
151,@CBS,Fri Mar 09 22:24:20 +0000 2018,52,0.1275,0.113,0.795,0.092,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
152,@CBS,Fri Mar 09 21:10:21 +0000 2018,53,0.4215,0.177,0.823,0.0,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
153,@CBS,Fri Mar 09 18:27:28 +0000 2018,54,0.8658,0.447,0.553,0.0,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
154,@CBS,Fri Mar 09 16:02:27 +0000 2018,55,0.0,0.0,1.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
155,@CBS,Thu Mar 08 18:00:49 +0000 2018,56,0.8625,0.336,0.664,0.0,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
156,@CBS,Thu Mar 08 17:03:04 +0000 2018,57,0.4926,0.132,0.868,0.0,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
157,@CBS,Wed Mar 07 18:39:10 +0000 2018,58,-0.2023,0.15,0.619,0.23,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…"
158,@CBS,Wed Mar 07 17:06:02 +0000 2018,59,0.0,0.0,1.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
159,@CBS,Tue Mar 06 18:10:59 +0000 2018,60,0.6705,0.244,0.756,0.0,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
160,@CBS,Mon Mar 05 22:16:43 +0000 2018,61,0.3818,0.167,0.833,0.0,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
161,@CBS,Sun Mar 04 08:05:26 +0000 2018,62,0.4404,0.116,0.884,0.0,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
162,@CBS,Sat Mar 03 20:55:20 +0000 2018,63,0.0,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
163,@CBS,Fri Mar 02 22:30:01 +0000 2018,64,0.7096,0.247,0.753,0.0,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
164,@CBS,Fri Mar 02 20:30:01 +0000 2018,65,0.7096,0.282,0.718,0.0,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
165,@CBS,Fri Mar 02 18:45:00 +0000 2018,66,0.4939,0.151,0.849,0.0,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
166,@CBS,Thu Mar 01 18:59:01 +0000 2018,67,-0.6981,0.0,0.79,0.21,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
167,@CBS,Thu Mar 01 18:12:57 +0000 2018,68,0.4547,0.159,0.749,0.092,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
168,@CBS,Thu Mar 01 18:11:50 +0000 2018,69,0.8591,0.538,0.462,0.0,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
169,@CBS,Thu Mar 01 18:10:50 +0000 2018,70,0.4885,0.234,0.615,0.151,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
170,@CBS,Thu Mar 01 14:36:21 +0000 2018,71,0.5994,0.178,0.822,0.0,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
171,@CBS,Thu Mar 01 14:29:20 +0000 2018,72,0.7717,0.325,0.675,0.0,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…"
172,@CBS,Thu Mar 01 14:15:29 +0000 2018,73,0.6908,0.275,0.725,0.0,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ"
173,@CBS,Thu Mar 01 13:50:11 +0000 2018,74,0.0,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01"
174,@CBS,Thu Mar 01 01:04:52 +0000 2018,75,0.0,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA
175,@CBS,Wed Feb 28 19:56:58 +0000 2018,76,0.0,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…"
176,@CBS,Wed Feb 28 19:08:30 +0000 2018,77,0.4404,0.116,0.884,0.0,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…"
177,@CBS,Tue Feb 27 03:23:47 +0000 2018,78,0.5562,0.152,0.848,0.0,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…
178,@CBS,Mon Feb 26 22:50:32 +0000 2018,79,0.0,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…"
179,@CBS,Mon Feb 26 21:08:30 +0000 2018,80,0.0,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…"
180,@CBS,Mon Feb 26 19:53:41 +0000 2018,81,0.4482,0.105,0.895,0.0,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…"
181,@CBS,Mon Feb 26 18:32:36 +0000 2018,82,0.784,0.266,0.734,0.0,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…
182,@CBS,Mon Feb 26 18:20:16 +0000 2018,83,0.9359,0.429,0.571,0.0,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…
183,@CBS,Mon Feb 26 16:53:56 +0000 2018,84,-0.5423,0.0,0.816,0.184,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…"
184,@CBS,Mon Feb 26 16:52:01 +0000 2018,85,0.0,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ"
185,@CBS,Mon Feb 26 16:17:55 +0000 2018,86,0.0,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…"
186,@CBS,Mon Feb 26 01:12:32 +0000 2018,87,0.7644,0.231,0.769,0.0,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…"
187,@CBS,Sun Feb 25 21:51:32 +0000 2018,88,0.0,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…
188,@CBS,Sun Feb 25 21:51:22 +0000 2018,89,0.0,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb"
189,@CBS,Fri Feb 23 18:15:40 +0000 2018,90,0.5093,0.155,0.845,0.0,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…
190,@CBS,Thu Feb 22 19:26:52 +0000 2018,91,0.0,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…"
191,@CBS,Wed Feb 21 19:20:04 +0000 2018,92,0.0,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…
192,@CBS,Wed Feb 21 18:19:25 +0000 2018,93,0.6808,0.248,0.752,0.0,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…"
193,@CBS,Tue Feb 20 19:55:19 +0000 2018,94,0.4404,0.116,0.884,0.0,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…"
194,@CBS,Tue Feb 20 17:58:18 +0000 2018,95,-0.4019,0.0,0.881,0.119,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…"
195,@CBS,Tue Feb 20 17:39:51 +0000 2018,96,0.3612,0.128,0.872,0.0,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v
196,@CBS,Sat Feb 17 01:07:20 +0000 2018,97,0.6124,0.227,0.773,0.0,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB"
197,@CBS,Fri Feb 16 18:42:43 +0000 2018,98,0.3182,0.108,0.892,0.0,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…"
198,@CBS,Fri Feb 16 17:48:20 +0000 2018,99,0.68,0.248,0.752,0.0,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H"
199,@CBS,Wed Feb 14 19:23:27 +0000 2018,100,0.8619,0.466,0.534,0.0,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC
200,@CNN,Sat Mar 31 16:15:04 +0000 2018,1,0.34,0.132,0.802,0.066,The now former United Nations undersecretary-general for political affairs warns that many of the leaders of UN mem… https://t.co/91ZJtxfsmh
201,@CNN,Sat Mar 31 16:00:19 +0000 2018,2,-0.5423,0.0,0.759,0.241,How five videos captured the fatal shooting of Alton Sterling https://t.co/7cgTivOcC2 https://t.co/1L7beRBree
202,@CNN,Sat Mar 31 15:46:54 +0000 2018,3,0.0,0.0,1.0,0.0,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid. The actress and o… https://t.co/UOyZa2qvtf"
203,@CNN,Sat Mar 31 15:30:15 +0000 2018,4,-0.6597,0.0,0.671,0.329,Body camera shows officer threatened to shoot Alton Sterling within seconds https://t.co/g0tu4eBFor https://t.co/5hdQQ0rvOX
204,@CNN,Sat Mar 31 15:14:07 +0000 2018,5,-0.1779,0.0,0.922,0.078,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/O4m1DNVgLC"
205,@CNN,Sat Mar 31 15:00:07 +0000 2018,6,0.0,0.0,1.0,0.0,UK told to pull more diplomatic staff from Russia https://t.co/MEmRVCZlnD https://t.co/pChK7Vt4td
206,@CNN,Sat Mar 31 14:45:09 +0000 2018,7,0.0,0.0,1.0,0.0,Malala Yousafzai returns to hometown in Pakistan https://t.co/HNwLQvhO8Q https://t.co/5LxTbSobJh
207,@CNN,Sat Mar 31 14:30:13 +0000 2018,8,-0.6361,0.0,0.77,0.23,The UN calls for an inquiry after Gaza's most violent day in 4 years https://t.co/tp4asuFMrj https://t.co/90uWE3qBUv
208,@CNN,Sat Mar 31 14:01:06 +0000 2018,9,0.3612,0.128,0.872,0.0,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MIqPiRqDbM"
209,@CNN,Sat Mar 31 13:31:03 +0000 2018,10,0.296,0.158,0.842,0.0,Do you dream of escaping to the country and running your own bookstore? There's an Airbnb for that… https://t.co/zZBoaLyoHr
210,@CNN,Sat Mar 31 13:01:05 +0000 2018,11,0.0,0.0,1.0,0.0,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I"
211,@CNN,Sat Mar 31 12:31:03 +0000 2018,12,0.3818,0.217,0.669,0.114,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb"
212,@CNN,Sat Mar 31 12:01:02 +0000 2018,13,0.0,0.0,1.0,0.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO
213,@CNN,Sat Mar 31 11:31:00 +0000 2018,14,0.7717,0.295,0.705,0.0,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc"
214,@CNN,Sat Mar 31 11:01:03 +0000 2018,15,-0.4019,0.0,0.863,0.137,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl
215,@CNN,Sat Mar 31 10:31:03 +0000 2018,16,-0.34,0.109,0.707,0.185,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/G3fkyyrVkq https://t.co/oU4lP9Wbfc"
216,@CNN,Sat Mar 31 10:01:04 +0000 2018,17,-0.2023,0.0,0.913,0.087,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/P1qioImBTL"
217,@CNN,Sat Mar 31 09:31:03 +0000 2018,18,-0.5106,0.059,0.791,0.15,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/2S6n5I0J1R
218,@CNN,Sat Mar 31 09:01:07 +0000 2018,19,-0.7351,0.0,0.644,0.356,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/YXJPGIHq1O https://t.co/a8mp6v54ER
219,@CNN,Sat Mar 31 08:31:04 +0000 2018,20,0.2023,0.096,0.904,0.0,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/oqAZCMfRq7 https://t.co/PRdrQwQXeL
220,@CNN,Sat Mar 31 08:01:02 +0000 2018,21,0.0,0.0,1.0,0.0,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/dV0cPv6Ego
221,@CNN,Sat Mar 31 07:31:04 +0000 2018,22,-0.5859,0.0,0.787,0.213,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/PiJbQyct7Z
222,@CNN,Sat Mar 31 07:01:02 +0000 2018,23,-0.4019,0.0,0.886,0.114,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/Kk3gi0xins"
223,@CNN,Sat Mar 31 06:45:18 +0000 2018,24,0.6369,0.167,0.833,0.0,JFK had a legendary love life. Did one of his affairs connect him with the mob? #TheKennedys Sunday at 9p on CNN. https://t.co/qoGELhh4m1
224,@CNN,Sat Mar 31 06:31:05 +0000 2018,25,-0.5267,0.091,0.671,0.238,Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/fmev2gMTFU https://t.co/1krpyJOuSU
225,@CNN,Sat Mar 31 06:01:37 +0000 2018,26,0.0,0.0,1.0,0.0,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/3jJ0Z6Em3X https://t.co/hzfxZShM9N
226,@CNN,Sat Mar 31 05:46:07 +0000 2018,27,0.6369,0.318,0.682,0.0,The best travel photos of 2018 (so far) https://t.co/f7oG0f6gNu https://t.co/NwnB53lDWW
227,@CNN,Sat Mar 31 05:31:04 +0000 2018,28,0.6808,0.219,0.781,0.0,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/8n7sRF58Qc
228,@CNN,Sat Mar 31 05:16:00 +0000 2018,29,0.0,0.0,1.0,0.0,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/skk1lgAN0W
229,@CNN,Sat Mar 31 05:01:04 +0000 2018,30,0.3818,0.217,0.669,0.114,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/kHUdQ6ZEhr"
230,@CNN,Sat Mar 31 04:31:05 +0000 2018,31,0.4404,0.153,0.847,0.0,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC
231,@CNN,Sat Mar 31 04:16:00 +0000 2018,32,0.2732,0.1,0.9,0.0,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5"
232,@CNN,Sat Mar 31 04:16:00 +0000 2018,33,0.0,0.0,1.0,0.0,"Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB"
233,@CNN,Sat Mar 31 04:02:20 +0000 2018,34,0.6369,0.301,0.61,0.089,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo"
234,@CNN,Sat Mar 31 03:45:16 +0000 2018,35,0.0,0.0,1.0,0.0,"From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS"
235,@CNN,Sat Mar 31 03:31:01 +0000 2018,36,0.3612,0.128,0.872,0.0,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv"
236,@CNN,Sat Mar 31 03:16:02 +0000 2018,37,0.0,0.0,1.0,0.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap
237,@CNN,Sat Mar 31 03:06:02 +0000 2018,38,0.34,0.118,0.882,0.0,The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL
238,@CNN,Sat Mar 31 03:01:02 +0000 2018,39,-0.5859,0.0,0.814,0.186,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU"
239,@CNN,Sat Mar 31 02:58:30 +0000 2018,40,0.0,0.0,1.0,0.0,RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…
240,@CNN,Sat Mar 31 02:46:06 +0000 2018,41,0.3182,0.113,0.887,0.0,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ
241,@CNN,Sat Mar 31 02:31:09 +0000 2018,42,-0.0258,0.132,0.731,0.137,Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq
242,@CNN,Sat Mar 31 02:24:33 +0000 2018,43,0.0,0.0,1.0,0.0,Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG
243,@CNN,Sat Mar 31 02:13:36 +0000 2018,44,0.0,0.0,1.0,0.0,Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G
244,@CNN,Sat Mar 31 02:03:28 +0000 2018,45,-0.5859,0.0,0.814,0.186,"""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF"
245,@CNN,Sat Mar 31 01:53:43 +0000 2018,46,-0.3182,0.0,0.897,0.103,"""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4"
246,@CNN,Sat Mar 31 01:53:17 +0000 2018,47,-0.4003,0.0,0.863,0.137,"""Holy hazelnut mocha! California may now be placing a warning label on coffee,"" writes David Wheeler via @CNNOpinion https://t.co/8NtGC9w49U"
247,@CNN,Sat Mar 31 01:52:26 +0000 2018,48,-0.34,0.0,0.897,0.103,"RT @OutFrontCNN: ""His misuse of taxpayer dollars over and over again is really what's concerning...I think he should resign. If he doesn't…"
248,@CNN,Sat Mar 31 01:48:59 +0000 2018,49,0.296,0.104,0.896,0.0,Dennis Rodman weighs in on the prospect of a meeting between US President Donald Trump and North Korean leader Kim… https://t.co/lZuOx6IGW1
249,@CNN,Sat Mar 31 01:43:14 +0000 2018,50,0.5367,0.126,0.874,0.0,"RT @AC360: ""He simply is not qualified to take on one of the most complicated health care management jobs in the world."" - Norman Eisen on…"
250,@CNN,Sat Mar 31 01:42:53 +0000 2018,51,0.4215,0.167,0.833,0.0,"President Trump likes ""Roseanne?"" Of course he does | By Dean Obeidallah via @CNNOpinion https://t.co/kctMHQG3a9 https://t.co/1ik8vALq8E"
251,@CNN,Sat Mar 31 01:38:05 +0000 2018,52,-0.3818,0.0,0.86,0.14,"""Our fight can be any woman's fight."" Brazilian sports journalists may be having their #MeToo moment https://t.co/cQGYzfkVeU"
252,@CNN,Sat Mar 31 01:27:52 +0000 2018,53,0.0,0.0,1.0,0.0,A federal judge has ruled against the Trump administration -- for now -- in a case brought by lawyers for pregnant… https://t.co/CM7Uav1f6b
253,@CNN,Sat Mar 31 01:12:38 +0000 2018,54,0.7717,0.283,0.717,0.0,"Michael Brown celebrates his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best… https://t.co/mEQLTx8ozD"
254,@CNN,Sat Mar 31 01:06:33 +0000 2018,55,0.0,0.0,1.0,0.0,Former Obama administration Attorney General Eric Holder said he will make a decision on running for president in 2… https://t.co/fBlctwq6NT
255,@CNN,Sat Mar 31 00:55:17 +0000 2018,56,-0.34,0.0,0.893,0.107,The internal FBI report that served as grounds for the firing of FBI Deputy Director Andrew McCabe includes key tes… https://t.co/owthxm1Qop
256,@CNN,Sat Mar 31 00:44:38 +0000 2018,57,-0.6249,0.0,0.796,0.204,Could this be a sign of change in the police shooting crisis? | By Roxanne Jones via @CNNOpinion… https://t.co/102nyMqSop
